title,genre,artists,song_desc,youtube_url
Real Man,Pop/Alt Rock,beabadoobee,"Mid-tempo indie rock track in E major, 4/4 time, approximately 120 BPM, 3 minutes 30 seconds. Features warm electric guitar riffs, airy falsetto vocals, and subtle programmed drums. Production by Rick Rubin adds depth, blending dream pop and early 2000s indie-pop influences. Lyrically, it explores themes of self-discovery and personal growth, marking a shift from previous teenage angst. Released as fifth single from 2024 album, debuting at number one on UK Albums Chart.",https://www.youtube.com/watch?v=nl0e7yzOUwM
Apple Cider,Indie Pop/Rock,beabadoobee,"Upbeat indie-pop track in D major, 138 BPM, 4/4 time, 2:58 duration, featuring warm electric guitar riffs, airy vocals, and a lively rhythm section. Incorporates a brief guitar solo, adding energy to the composition. Lyrically, it delves into the complexities of youthful infatuation, capturing the confusion and excitement of early romantic feelings. The song's nostalgic tone is enhanced by its lo-fi production, evoking a sense of innocence and longing. Notably, actor Paul Mescal contributes",https://www.youtube.com/watch?v=laDnsiKURTQ
death bed (coffee for your head),Lo-fi Hip-Hop/Pop,"Powfu, beabadoobee","A lo-fi hip-hop track blending mellow guitar loops with introspective rap verses, featuring a prominent sample from a 2017 indie-pop song. The 2:53-minute composition is set in a relaxed tempo, with a 4/4 time signature, and is characterized by its subdued, melancholic mood. The song gained viral popularity on TikTok in early 2020, contributing to its widespread recognition. Critics have noted its authentic and thoughtful lyrics, reflecting on themes of love, life, and mortality. The track's",https://www.youtube.com/watch?v=jJPMnTXl63E
Tired,Bedroom Pop/Indie,beabadoobee,"A 3:19 lo-fi indie track in C major, 4/4 time, featuring warm guitar strums, airy falsetto vocals, and subtle programmed drums, conveying emotional fatigue and introspection.; clean topline; layered harmonies; glossy synth pads; punchy drums; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=OVaN7jXQss4
A Night To Remember,Indie/Pop,"beabadoobee, Laufey","A sultry jazz ballad featuring delicate vocals over a bossa nova rhythm, enriched by lush strings and warm acoustic guitar, creating an intimate, cinematic atmosphere reminiscent of a late-night rendezvous.; clean topline; layered harmonies; glossy synth pads; punchy drums; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=k0optPS9qrA
She Plays Bass,Indie Rock,beabadoobee,"Upbeat indie-rock track with jangly guitars, steady drums, and ethereal vocals, reminiscent of '90s bands like Lush and Pavement. Features prominent bassline, building to a hazy guitar solo. Lyrics express admiration for a close friend who plays bass, blending themes of unrequited affection and personal growth. Released as lead single from 'Space Cadet' EP in October 2019.",https://www.youtube.com/watch?v=9wFwPh-KbEY
Chosen,Hip-Hop/R&B,"Blxst, Ty Dolla $ign, Tyga","Mid-tempo West Coast hip-hop track blends smooth R&B melodies with crisp programmed drums, warm guitar loops, and airy falsetto vocals. Features guest verses from and, adding depth to the composition. Released in December 2020, it achieved Platinum status in August 2022, with over 450 million streams globally. The accompanying music video, inspired by classic college films, showcases energetic campus party scenes.",https://www.youtube.com/watch?v=kUhHdASVjGs
Die Hard,Hip-Hop/R&B,"Kendrick Lamar, Blxst, Amanda Reifer","Mid-tempo 101 BPM track in C# minor, blending R&B and pop elements with a gentle flute line and blissful melody. Features warm guitar, airy falsetto, programmed drums, and sub-bass. Lyrically explores themes of vulnerability, redemption, and personal demons, with introspective verses and a catchy chorus. Incorporates a sample from Kadhja Bonet's ""Remember the Rain."" Collaborative effort by, , and .",https://www.youtube.com/watch?v=Lx3MGrafykU
About You,R&B,Blxst,"Mid-tempo R&B track in G major, 120 BPM, 5/4 time signature, 2:50 duration; smooth falsetto vocals over warm synths and programmed drums; introspective lyrics exploring love and commitment; black-and-white music video directed by Alfredo Flores, featuring Paige Hurd, inspired by ""Malcolm & Marie""; samples 1990s R&B classic ""Faded Pictures"" by Case and Joe.",https://www.youtube.com/watch?v=By9SJsIW_UQ
Overrated,R&B/Hip-Hop,Blxst,"A mellow 98 BPM track in C# major, blending West Coast hip-hop with R&B influences, featuring soft guitar plucks and deep basslines. Lyrically, it emphasizes valuing loyalty over love, with expressing a preference for genuine commitment without traditional labels. The accompanying black-and-white music video portrays a nostalgic Los Angeles setting, highlighting themes of authenticity and connection.",https://www.youtube.com/watch?v=VvXJdCm7MP8
No Love Lost,R&B/Hip-Hop,Blxst,"Mid-tempo track in C# minor, 4/4 time signature, approximately 90 BPM, blending R&B and hip-hop elements. Features warm synths, smooth bassline, and crisp programmed drums. Vocals delivered with laid-back confidence, seamlessly transitioning between rapping and melodic singing. Lyrically explores themes of loyalty over love, reflecting on personal growth and the challenges of balancing relationships with ambition. Production showcases polished, West Coast vibe, with influences from early 2000s",https://www.youtube.com/watch?v=S4zuVgO7gPM
Hurt,R&B/Hip-Hop,Blxst,"Mid-tempo 140 BPM track in C♯ major, 2:19 duration, 4/4 time signature, featuring warm guitar riffs, airy falsetto vocals, and programmed drums, blending R&B and hip-hop elements. Lyrically, it delves into themes of love, betrayal, and personal growth, reflecting on the artist's journey through adversity. Critics have praised its catchy melody and emotional depth, noting its impact on the artist's rising popularity.",https://www.youtube.com/watch?v=f8xSLKgZHLg
Pop,Hip-Hop/R&B,Blxst,"Upbeat 140 BPM track in D♭ major with 4/4 time signature, blending smooth R&B vocals with West Coast hip-hop beats; features warm synths, punchy programmed drums, and catchy melodies; praised for its danceable rhythm and summer vibe; included in 's 2025 EP ""unreleased, "" noted for its enjoyable yet unremarkable quality; described as perfect for summer listening.",https://www.youtube.com/watch?v=FIHX4M8y2nY
At Least You Know,R&B,Blxst,"Mid-tempo R&B track in A♭ minor, 137 BPM, 3:24 duration, featuring warm guitar, airy falsetto, programmed drums, sub-bass, lo-fi sheen, introspective lyrics on love and personal growth, blending West Coast hip-hop and R&B influences, praised for cinematic scope and authenticity.; focused arrangement; clear motif development; dynamic contour with defined peaks",https://www.youtube.com/watch?v=Z8kbnwZJXEk
Risk Taker,R&B/Hip-Hop,Blxst,"Mid-tempo 100 BPM track in B minor, blending tropical melodies with afro-inspired beats; features warm vocals and rhythmic rapping; instrumentation includes programmed drums, synths, and bass; structure follows standard pop song form; lyrics explore themes of risk-taking and adventure; received positive listener feedback for its catchy rhythm and energetic vibe.",https://www.youtube.com/watch?v=eUXVp0AnGIw
Dance With The Devil,R&B,Blxst,"A 3:30 track in A minor at 112 BPM, featuring smooth vocals and groovy instrumentation, including live horns and strings. The song delves into the allure and temptation of love and relationships. Critics praise the seamless collaboration between the two artists, highlighting their complementary vocal styles and the track's captivating energy. The song has been well-received, with listeners noting its vibe and chemistry.",https://www.youtube.com/watch?v=z3gYcNm5epE
Rewind,R&B,"Blxst, Feid","A 97 BPM reggaeton track in B minor, featuring warm nylon guitar, smooth R&B vocals, and dynamic reggaeton beats, blending West Coast hip-hop with Colombian paisa style, creating an infectious summer anthem.; focused arrangement; clear motif development; dynamic contour with defined peaks; contrast between sparse verses and dense climaxes; ear‑catching transitions",https://www.youtube.com/watch?v=j7jeECeij2k
Still Omw,R&B/Hip-Hop,Blxst,"Mid-tempo hip-hop track in F# minor, 4/4 time signature, approximately 90 BPM, featuring warm synths, punchy programmed drums, and smooth basslines. Lyrically, it delves into themes of ambition, resilience, and self-belief, with the artist reflecting on his journey to success and the challenges faced along the way. The recurring phrase, ""And I'm still on my way, "" serves as a powerful reminder of his determination and commitment to reaching the top, despite the obstacles encountered.",https://www.youtube.com/watch?v=KQcFyX5O6Rc
Every Good Girl,R&B/Hip-Hop,Blxst,"Mid-tempo 93 BPM track in C major, blending smooth R&B melodies with hip-hop rhythms. Features warm guitar riffs, airy falsetto vocals, and subtle programmed drums. Incorporates a sample from LL Cool J's ""Around the Way Girl, "" adding nostalgic flair. Lyrically explores themes of love and compatibility, portraying a modern-day fairy tale. Accompanied by a vibrant music video showcasing coastal drives and intimate moments.",https://www.youtube.com/watch?v=A76DigeO6vI
I Need Your Love,R&B,"Blxst, Ty Dolla $ign","Mid-tempo track features warm synths, punchy programmed drums, and deep sub-bass, creating a moody atmosphere. 's smooth falsetto and 's rich baritone intertwine seamlessly, delivering lyrics about longing and intimacy. The song's structure builds tension, leading to a dynamic drop that energizes listeners. Its dark, atmospheric vibe has been highlighted as a standout on 's debut album, ""I'll Always Come Find You.""",https://www.youtube.com/shorts/YUo2qHNlCpY
Make Room,Hip-Hop/R&B,Blxst,"Mid-tempo R&B track at 103 BPM, blending smooth synths with crisp programmed drums and warm basslines. Features airy falsetto harmonies and soulful lead vocals, creating an intimate atmosphere. Lyrically explores themes of desire and connection in a party setting, emphasizing the importance of being present in the moment. Released as part of the deluxe edition of 's album ""I’ll Always Come Find You, "" accompanied by a short musical film.",https://www.youtube.com/watch?v=4FmA-mfst9Y
Go Bestfriend,R&B/Hip-Hop,Blxst,"Mid-tempo R&B track in F# minor, 4/4 time, approximately 90 BPM, featuring warm synths, smooth bassline, and crisp programmed drums; melodic vocals convey themes of loyalty and camaraderie, blending West Coast hip-hop influences with contemporary R&B elements.; looped motif; ad‑lib textures; roomy vocal; slap‑back delay throws",https://www.youtube.com/watch?v=NmZB_wgHjZQ
Only Us,R&B,Blxst,"Smooth R&B track in A♭ minor, 103 BPM, 2:29 duration, featuring warm guitar, airy falsetto, programmed drums, sub-bass, lo-fi sheen, and lush harmonies. Themes of love, intimacy, and commitment. Released November 22, 2024, as part of 's deluxe album ""I'll Always Come Find You."" Collaboration with Bino Rideaux. Critics praise its romantic atmosphere and relatable themes.",https://www.youtube.com/watch?v=NJ7dMGWm-ck
Program,Hip-Hop/R&B,Blxst,"Mid-tempo R&B track in F# minor, 4/4 time, approximately 80 BPM, featuring warm synths, deep bassline, and smooth falsetto vocals. Production blends West Coast hip-hop influences with contemporary R&B, creating a laid-back yet emotionally resonant atmosphere. Lyrically, it delves into themes of self-discovery and romantic love, reflecting 's introspective songwriting style. The song's cinematic narrative is enhanced by its ethereal soundscape, immersing listeners in a multifaceted auditory",https://www.youtube.com/watch?v=jQIAZWLS-mg
